time,nod1,nod2,pressure_north,pressure_south,trend,total,total_nodal,total_wind,rate_slr
1909,1.1931918290766397,0.12295686546276222,-0.9102314098591427,-0.7267808813929915,-3.840642010609309,-4.1615056073220416,1.3161486945394019,-1.6370122912521343,1.05423884336582
1910,1.073929171676316,0.42596023293698954,-0.183486182702198,-0.38332622830387414,-3.735658777584669,-2.802581783977436,1.4998894046133056,-0.5668124110060722,1.0433370851778134
1911,0.8334464276694685,0.6808832076913144,-0.43276541346495595,0.08393688874593806,-3.631974593573746,-2.466473482931981,1.514329635360783,-0.3488285247190179,1.0285847805613213
1912,0.4988881609851914,0.8589512802955873,-2.703473981085319,-0.03584478003968614,-3.5299418214724048,-4.911421141316631,1.3578394412807788,-2.739318761125005,1.0110667423009434
1913,0.10801773920115088,0.9400649621129075,-0.22217272589061626,0.28772369995386454,-3.4297612451135575,-2.316127569736251,1.0480827013140583,0.06555097406324828,0.9921156621090166
1914,-0.2950452182233591,0.9150685212810667,0.21709190508451848,-0.16352516243807377,-3.3315186890506014,-2.657928643346449,0.6200233030577076,0.053566742646444704,0.9736095494177555
1915,-0.6648048556067063,0.7867834387714425,-0.37142872914899006,-0.859789023561524,-3.2350393352300064,-4.344278504775785,0.1219785831647362,-1.231217752710514,0.9574268141424569
1916,-0.9595244397924205,0.569689932853799,2.703959936790843,-0.70237230756233,-3.14003332622211,-1.528280203932219,-0.38983450693862154,2.0015876292285126,0.9453684863305756
1917,-1.1459374067818084,0.28829249999132067,1.3575277876369565,-0.9409444340137109,-3.0459656379638913,-3.4870271911311335,-0.8576449067904878,0.4165833536232456,0.9388650228601536
1918,-1.2030023354094885,-0.02564603775837273,0.38595930449395394,-0.3045249442617784,-2.9522603216500793,-4.099474334585765,-1.2286483731678612,0.08143436023217554,0.9378527028206407
1919,-1.124278004249614,-0.33668977108318043,0.7795916894770879,-0.6682374746164578,-2.858395097399763,-4.208008657871927,-1.4609677753327945,0.11135421486063013,0.9420628549273213
1920,-0.9186504464717148,-0.6097295426136281,-1.2278951704295702,-0.03695989254976255,-2.763847750664615,-5.5570828027292904,-1.528379989085343,-1.2648550629793327,0.9519061816650676
1921,-0.609329936104959,-0.8139459038936495,1.473778934742926,0.06511007253500253,-2.6680138610667496,-2.5524006937874297,-1.4232758399986085,1.5388890072779284,0.9678430058978948
1922,-0.23123112119573666,-0.9262878701341898,0.7052828837489072,-0.056808895228275647,-2.570279149485036,-3.0793241522943307,-1.1575189913299264,0.6484739885206317,0.9892517794374855
1923,0.17296797786324605,-0.9340748072334955,1.3385675511239916,0.10211941772899567,-2.4701635051792525,-1.7905833656965147,-0.7611068293702494,1.4406869688529873,1.0151135752556284
1924,0.557643263052821,-0.8364277622638758,-0.9770071923262541,-0.6830436907218466,-2.3672564344339104,-4.3060918166930655,-0.27878449921105486,-1.6600508830481007,1.0445646648604656
1925,0.8793743928682615,-0.644368675554611,2.131373561930084,-0.0783429568108161,-2.2612505722071594,0.02678575022575913,0.2350057173136505,2.053030605119268,1.0767889132536945
1926,1.101845866763695,-0.3795762757765368,-0.5464757611997046,-0.38047649633384906,-2.1518986517831715,-2.356581318329567,0.7222695909871581,-0.9269522575335537,1.1112262589108268
1927,1.199946148481111,-0.07193908675450006,-0.31047507991408285,-0.4147352306697499,-2.039005320424994,-1.636208569282216,1.128007061726611,-0.7252103105838328,1.1473780794933641
1928,1.1626021384534786,0.2438182488812664,0.17414090466011478,-0.1383112295724524,-1.9224230358844987,-0.4801729734620914,1.406420387334745,0.03582967508766238,1.1838896556597944
1929,0.9940290533349088,0.5320545244460937,-1.847901288327333,-0.15404670610282978,-1.8022273892930352,-2.2780918059421955,1.5260835777810025,-2.0019479944301626,1.2187081694735324
1930,0.7132546321202398,0.7602349814022558,-0.45550492944472587,-0.5334327622929175,-1.6786814019897922,-1.19412948020494,1.4734896135224955,-0.9889376917376433,1.250532325953898
1931,0.35197137423512304,0.9026036802672919,0.17311947777722952,-0.5989765976045753,-1.5521209241022556,-0.7234029894271863,1.254575054502415,-0.4258571198273458,1.2786540541919
1932,-0.04904076111516463,0.9430907102299163,1.4901856040489563,-0.2642569925107111,-1.4229505911514122,0.6970279695015849,0.8940499491147517,1.225928611538245,1.302689020970561
1933,-0.444517405423382,0.877126085291099,-2.879797796739686,-0.7918291111447155,-1.2915831199081433,-4.530601347924828,0.43260867986771706,-3.6716269078844017,1.322539345958853
1934,-0.7898190104416043,0.7121555828437481,1.0770822691109503,-0.12864692115212048,-1.1584427219596416,-0.287670801598668,-0.07766342759785616,0.9484353479588298,1.3365757329858996
1935,-1.0459695509629383,0.46680029925213273,1.0046886387880636,-0.47247327841123327,-1.0242679733109634,-1.0712218646449387,-0.5791692517108056,0.5322153603768303,1.3408004471641766
1936,-1.1840559556925194,0.16875478785437023,-0.13420233560405476,-0.7895369354296836,-0.8902826325268063,-2.8293230713986937,-1.0153011678381492,-0.9237392710337384,1.3334310984098607
1937,-1.1884916790908766,-0.14833897229060072,-3.804189125730554,-0.7488353288135615,-0.7575817536289913,-6.647436859554585,-1.3368306513814774,-4.553024454544116,1.3167552328757481
1938,-1.0587760375108075,-0.4486889251692851,1.5542163017684183,0.3025051357812476,-0.6269315859516567,-0.2776751110820834,-1.5074649626800927,1.856721437549666,1.294295237844443
1939,-0.8095507240185436,-0.6983929771795631,-1.8321968500033674,-0.5732670591789298,-0.49872270606010266,-4.412130316440506,-1.5079437011981067,-2.405463909182297,1.2719862819480057
1940,-0.46894712277130407,-0.8692657064062836,-1.4222216348942556,-0.7727482970841989,-0.3725343295620555,-3.9057170907180976,-1.3382128291775877,-2.1949699319784544,1.254679798364298
1941,-0.07541097035080074,-0.9420198008163596,-2.709474864022153,-0.6473229199838796,-0.24778674638724302,-4.622015301560436,-1.0174307711671604,-3.356797784006033,1.2437715155139282
1942,0.3266372186155965,-0.9084431195554705,-1.454141224983722,-1.1593206338944988,-0.12378002645926987,-3.319047786277365,-0.5818059009398739,-2.613461858878221,1.2396806010578756
1943,0.6918161307490567,-0.772325640880797,2.5956886872074256,0.04822231307749511,0.00014937382433211077,2.563550863977513,-0.08050951013174035,2.6439110002849207,1.2411011539160048
1944,0.978906083669044,-0.5490316671958676,1.0067314925538338,-0.7071425110774817,0.1244402043239311,0.8539036022734596,0.42987441647317637,0.29958898147635205,1.2467316947401919
1945,1.1555017103600596,-0.263765574676206,-0.42147864640925076,-0.3302344826875138,0.24949571277237048,0.3895187193594595,0.8917361356838536,-0.7517131290967646,1.2568324412866398
1946,1.2016697249719688,0.0512731384681047,-1.9575259285305409,-0.44193158577546704,0.3758066925812591,-0.7707079582846754,1.2529428634400734,-2.399457514306008,1.2717762540366722
1947,1.1121988986106286,0.3605243802878523,-2.4201556994513727,-0.6515355672440382,0.5038509635797049,-1.0951170242172248,1.472723278898481,-3.071691266695411,1.2902815717050702
1948,0.8971882784071872,0.6290813214452597,1.0104341650041302,0.36689668816595566,0.6338630069222732,3.5374634599448065,1.526269599852447,1.3773308531700859,1.3103909814187702
1949,0.5809072544571807,0.8266305143457574,1.0041779253467138,0.25296936005793974,0.765929159863459,3.430614214071051,1.4075377688029382,1.2571472854046535,1.3291627430627688
1950,0.1990561449253283,0.9308735328882414,0.457270597914852,-0.08495940438225366,0.8996955555348269,2.4019364268809946,1.1299296778135697,0.37231119353259834,1.3433803022363666
1951,-0.20526348838239336,0.9300439141912529,-0.08294468107753586,-0.3991832781161645,1.0346052203107323,1.2772576869258914,0.7247804258088595,-0.48212795919370033,1.3523708498374065
1952,-0.5864139421062958,0.8242353017211879,0.2645108551849169,-0.09526788153929884,1.1701697255023082,1.5772340587628184,0.23782135961489204,0.16924297364561808,1.3566751359275397
1953,-0.9013727411809102,0.6253908752571316,-1.4509776552089038,0.32684243227874743,1.3059402474962403,-0.09417684135769444,-0.2759818659237786,-1.1241352229301564,1.356370836866515
1954,-1.1145888139822826,0.35595526078831713,0.28403082913231953,-0.30100090936239354,1.4414438928756113,0.6658402594515718,-0.7586335531939654,-0.016970080230074014,1.3513124531489817
1955,-1.2019953305065891,0.046341086430440985,1.3324242298759903,-1.1811501055917428,1.5762027381260366,0.571822618334136,-1.1556542440761481,0.15127412428424747,1.3427209883686375
1956,-1.153726253232461,-0.26850385235649893,-0.9952594634409324,-0.37516821993123367,1.7099880905493388,-1.0826696984117872,-1.42223010558896,-1.370427683372166,1.3329361121533634
1957,-0.9752299691503122,-0.5530413359636572,1.5185471814639009,-0.31987180239918944,1.8427899605567093,1.5131940345074515,-1.5282713051139694,1.1986753790647113,1.3222007880744546
1958,-0.6866543013997287,-0.7751541081367681,-0.43308421375776096,-0.6394681723713579,1.9744282481642297,-0.5599325475013859,-1.4618084095364967,-1.0725523861291189,1.30869195321064
1959,-0.3205723175161278,-0.9097711211853983,-2.6378652711088795,-0.031207579518675498,2.1045283511988373,-1.7948879381302438,-1.2303434387015262,-2.669072850627555,1.2920641042711978
1960,0.0816943656175194,-0.9416974382265203,-4.52232355598436,-0.5578733857531551,2.2328410690184692,-3.7073589453280476,-0.8600030726090009,-5.0801969417375155,1.2738849429322818
1961,0.47473977202584694,-0.867329366373469,1.7110141245845663,0.504403432952534,2.3593053397852937,4.182133302974772,-0.3925895943476221,2.2154175575371005,1.2562340695616259
1962,0.8141987801890216,-0.6950612246824217,0.6744303080789515,-0.06494685589474619,2.4840878829307944,3.2127088906215997,0.11913755550659988,0.6094834521842054,1.2420532031866705
1963,1.0617548498228515,-0.44433783279892136,-1.8243703568539202,-0.8462421213406035,2.6077159804226278,0.5545205192520339,0.6174170170239301,-2.6706124781945237,1.2322052379189552
1964,1.1894650131856732,-0.14345967094081613,-0.5455070637108088,0.2716803271525888,2.7305289305145855,3.502707536201222,1.046005342244857,-0.27382673655822004,1.223414777166676
1965,1.1829139461838012,0.17361154553823877,-0.2056277173364766,0.13148503781583618,2.852398935855963,4.134781748057362,1.35652549172204,-0.07414267952064044,1.2136031389841362
1966,1.042841102526361,0.4710863052480006,-1.5611557081579062,-0.14466126882967117,2.9732495583114127,2.781359989098197,1.5139274077743616,-1.7058169769875773,1.204473190150268
1967,0.785057247659712,0.7153870529024114,2.3187441134672833,0.6405962125918633,3.0932935738860166,7.5530782005072865,1.5004443005621235,2.9593403260591464,1.198689414830354
1968,0.4386598137393859,0.8789382662326415,-1.19992639027868,-0.3960000740949951,3.2129874412774835,2.934659056875836,1.3175980799720275,-1.5959264643736752,1.2007265478667617
1969,0.0427485179977134,0.9432790515714242,-2.7752370877633394,-1.0812552536620024,3.333438883459369,0.46297411160316493,0.9860275695691376,-3.8564923414253416,1.214528398657977
1970,-0.35798802990271217,0.9011469229217305,-0.07745468840488436,-0.2768246762902828,3.455893121009079,3.64477264933293,0.5431588930190183,-0.35427936469516713,1.2408449445325775
1971,-0.7183165684730916,0.7572975573044778,0.3582067301322009,-0.42389676081211075,3.5816078723658844,3.5548988305173608,0.03898098883138623,-0.06569003067990986,1.279259093803058
1972,-0.9975649027453677,0.5279679962474596,-2.3307916809499405,-0.7044485143728937,3.7117449397696904,0.20690783794894818,-0.4695969064979081,-3.0352401953228343,1.3266473721743388
1973,-1.1642127908283795,0.23904388471306331,2.353392067223754,0.14219645219073357,3.846937346800752,5.417356960099924,-0.9251689061153161,2.4955885194144876,1.3791927632921053
1974,-1.1994498009366787,-0.0768623790636858,-0.1415778028217948,0.15230346073895037,3.9875834924281115,2.7219969703449025,-1.2763121800003645,0.010725657917155573,1.4337062394518618
1975,-1.099298544682153,-0.38409277808825587,1.7242389069339148,0.13332511777736786,4.1336785946911245,4.507851296631999,-1.483391322770409,1.8575640247112826,1.4871149394170669
1976,-0.8750636260155225,-0.6479685862768937,-2.2855297413596647,-0.5423267247637379,4.285006480311525,-0.06588219810429408,-1.5230322122924163,-2.8278564661234027,1.536453274155689
1977,-0.5520556305674457,-0.8387047403632164,-0.09209466886534755,-0.09731614573017795,4.440969249522262,2.860798063996075,-1.390760370930662,-0.1894108145955255,1.578868617247493
1978,-0.16673418548605384,-0.934771838104384,-0.04256273497402202,-0.26672438336238957,4.6007802037610235,3.1899870618341737,-1.101506023590438,-0.3092871183364116,1.6139670637890147
1979,0.23740743222679012,-0.9253262762020116,0.41335065653328484,-0.2638903915967768,4.763762662280065,4.225304083241352,-0.6879188439752215,0.14946026493650805,1.6427116168276523
1980,0.6147516127765744,-0.8114342253701925,-1.624534623568056,-0.015116953285099074,4.929322527126554,3.092988337679781,-0.19668261259361808,-1.639651576853155,1.666347942194113
1981,0.922705515356764,-0.6059512859871884,0.4586125961237381,0.24679223832901073,5.097032250718888,6.1191913145412125,0.31675422936957565,0.7054048344527488,1.6863956784098066
1982,1.126508748196533,-0.3320714082362229,1.3816145642233457,0.4733772671766422,5.266601662808515,7.916030834168813,0.7944373399603102,1.854991831399988,1.7041995142391775
1983,1.203156958506988,-0.02070886782221728,3.781400161308267,0.8456241002836189,5.437872153566723,11.24734450584338,1.1824480906847705,4.6270242615918855,1.7210488330250584
1984,1.1439984559000498,0.29299119243681127,-2.505324648006481,-0.002189384211916705,5.610811429413527,4.540287045531991,1.4369896483368612,-2.5075140322183973,1.7377702075020318
1985,0.9557107746104322,0.5736197814490838,-1.3263060216040727,-0.2619159992291641,5.78542619506713,5.726534730293409,1.529330556059516,-1.588222020833237,1.7547579568986427
1986,0.6595469447585874,0.7895008606437995,-0.19115853664799862,0.5376457534266129,5.9617630207932555,7.757298042974257,1.449047805402387,0.34648721677861427,1.7720060388867775
1987,0.2889365500183826,0.9162667865982129,-2.6356204741050115,-0.1613831633711249,6.139827402844485,4.548027101984944,1.2052033366165955,-2.7970036374761365,1.788991379894016
1988,-0.11428764695455909,0.9396088163074533,0.9430739495291525,-0.002625899531191466,6.319561296772059,8.085330516122914,0.8253211693528942,0.940448049997961,1.805913632030487
1989,-0.5046115905148347,0.8568922109660624,2.873599372920134,0.3598161279409576,6.501010129250583,10.086706250562901,0.35228062045122766,3.2334155008610916,1.8242895973157403
1990,-0.8379773451012514,0.6774536329236053,3.756268194851106,0.7454942016434318,6.684419216235207,11.025657900552098,-0.16052371217764616,4.501762396494538,1.8451101269461345
1991,-1.0767561483071484,0.4215472670411716,-0.6026029875066685,0.4021245358170048,6.8700321546398095,6.014344821684169,-0.6552088812659768,-0.20047845168966372,1.8681001865478564
1992,-1.1939957690470726,0.11805862332591693,1.6600669925819485,0.8281634875093057,7.058039253544778,8.470332587914877,-1.0759371457211557,2.488230480091254,1.8924848373663217
1993,-1.1764627489565158,-0.1987559239234378,-0.708681845926784,0.4472535042182131,7.248529122113074,5.61188210752455,-1.3752186728799536,-0.2614283417085709,1.916399608916537
1994,-1.0261361330878893,-0.49313583493514856,2.0927394151082277,0.4132724655113724,7.441319175328085,8.428059087924648,-1.519271968023038,2.5060118806196003,1.938607956877565
1995,-0.7599840845896279,-0.731852886424832,1.9955665448017104,0.005970094449981756,7.636250713488587,8.14595038172582,-1.49183697101446,2.0015366392516922,1.9605450069800368
1996,-0.40804859805537985,-0.8879618175510705,-4.370384958771843,-1.0188335629939844,7.833428176724093,1.1481992393518148,-1.2960104156064505,-5.3892185217658275,1.9835707312591877
1997,-0.010054500115004637,-0.9438417845466383,0.14848901003552864,0.05872129188915523,8.032964859740424,7.286278877003466,-0.9538962846616429,0.20721030192468387,2.0065536784405236
1998,0.38907450262809956,-0.8931853188955259,0.5513324723736343,0.661951885138813,8.234738912412197,8.943912453657218,-0.5041108162674264,1.2132843575124472,2.028031544203488
1999,0.7442866008407591,-0.7417102847878115,1.8092727934419923,0.0825281658448363,8.438571168581122,10.332948443920898,0.0025763160529476137,1.8918009592868286,2.0480254197141257
2000,1.0154871193389423,-0.5065144734349917,1.9212686439647222,0.39634910236089493,8.644343996355023,11.47093438858459,0.5089726459039506,2.317617746325617,2.067022126615772
2001,1.1720642159200736,-0.21414568461160402,-0.4250322245046216,-0.009274363626046358,8.851975593904276,9.375587537082078,0.9579185313084696,-0.4343065881306679,2.0857073749881128
2002,1.19634420249677,0.10239486443552206,-1.4713028280815315,0.0354516675573097,9.061485471352645,8.924373377760716,1.2987390669322922,-1.4358511605242217,2.104845486144553
2003,1.0855864680927578,0.40737756156624794,-1.2895230706968994,-0.04050199801076652,9.272944691133187,9.435883652084527,1.4929640296590057,-1.330025068707666,2.1249579173853306
2004,0.8522928261524368,0.6663773907416012,1.2743035074478646,0.09931721658933051,9.486477054829711,12.378767995760946,1.518670216894038,1.3736207240371952,2.1464040930801254
2005,0.5227963684909835,0.8501596663307769,-0.4838361460208658,0.17047592926482846,9.702225509749212,10.761821327814936,1.3729560348217604,-0.3133602167560373,2.1685849732244478
2006,0.13428910943084432,0.937979907271865,-0.627002954940833,0.04881575194986455,9.9201940494746,10.414275863186342,1.0722690167027094,-0.5781872029909685,2.1903047046413793
2007,-0.2693760742902949,0.9199253767723055,2.3301632982264904,0.431270327909521,10.140286450677488,13.55226937929551,0.6505493024820106,2.7614336261360113,2.210833927393381
2008,-0.6426353505117571,0.7980339855328391,1.0471398106358498,0.19320158835251483,10.362360834953277,11.758100868962725,0.15539863502108198,1.2403413989883647,2.229755171236718
2009,-0.943356963263428,0.5860642619483822,-0.8869236080331852,-0.5177811325752951,10.586237484924832,8.824240043001305,-0.35729270131504576,-1.4047047406084803,2.246860049660251
2010,-1.1375968677203494,0.30794235397035036,-2.4509615205632715,-1.5454053505443246,10.811732844885327,5.985711460027732,-0.8296545137499991,-3.996366871107596,2.262118880461985
2011,-1.203430174735542,-0.004938642225608577,1.3528714025859028,0.3565254739950015,11.038661261017229,11.539689320636983,-1.2083688169611506,1.7093968765809042,2.2756516538987803
2012,-1.1334259294672455,-0.31726218765656744,0.054793135088244634,0.23456980938697206,11.266863175665083,10.105538003016488,-1.4506881171238128,0.2893629444752167,2.2877564049872934
2013,-0.9354858826994539,-0.593774665766696,0.04259315137116238,-0.2932107898169248,11.496212542014687,9.716334355102775,-1.52926054846615,-0.2506176384457624,2.298325960705405
2014,-0.6319525782841401,-0.8032646452732646,-1.4925307997493185,-0.4805765961254412,11.726528367806164,8.318203748374,-1.4352172235574048,-1.9731073958747596,2.3066237378634025
2015,-0.2570874316103239,-0.9220858801027577,2.303372133983823,1.1276129965880812,11.957537289587368,14.20934910844619,-1.1791733117130816,3.430985130571904,2.3123176726087014
2016,0.14679653822909872,-0.9368263867123094,-1.0724853603700844,0.3784183961657868,12.188991902327905,10.704895089640397,-0.7900298484832107,-0.6940669642042976,2.3158829726758334
2017,0.5341108035228276,-0.8458223258702832,1.4799952329178783,0.722190999210066,12.420713884122534,14.311188593903022,-0.3117115223474556,2.202186232127944,2.3178207148072616
2018,0.8611371470726531,-0.6593458090229092,-2.394597595790231,-0.3358549787079792,12.652556045289357,10.123894808840891,0.20179133804974392,-2.7304525744982104,2.3185734792896984
2019,1.0909623694486292,-0.3984454305453989,0.815462119848394,0.07574538934409582,12.884428579980474,14.468153028076195,0.6925169389032304,0.8912075091924898,2.3185891356677146
2020,1.197644877764055,-0.0925704011574427,3.1334590260940214,0.6411334622156988,13.1162738724229,17.995940837339234,1.1050744766066123,3.77459248830972,2.3183971000614267
2021,1.1691428509766624,0.22375354082312898,-0.9922094675116618,0.22590665920285602,13.34810799999276,13.974701583483744,1.3928963917997914,-0.7663028083088058,
